GTD ID,DATE,COUNTRY,CITY,PERPETRATOR GROUP,FATALITIES,INJURED,TARGET TYPE,REGION,ATTACK TYPE,WEAPON TYPE
2.01708E+11,07-08-17,India,Charari Sharief,Unknown,0,0,Business,South Asia,Facility/Infrastructure Attack,Unknown
2.01708E+11,07-08-17,India,Drubgam,Unknown,0,0,Military,South Asia,Armed Assault,Firearms
2.01708E+11,07-08-17,India,Hatibari,Communist Party of India - Maoist (CPI-Maoist),1,0,Government (General),South Asia,"Assassination,Facility/Infrastructure Attack","Incendiary,Melee"
2.01708E+11,05-08-17,India,Sopore,Unknown,0,2,"Police,Military",South Asia,Unknown,Unknown
2.01708E+11,06-08-17,India,Jangai,Communist Party of India - Maoist (CPI-Maoist),0,0,Police,South Asia,Bombing/Explosion,Explosives
2.01708E+11,06-08-17,India,Jangai,Communist Party of India - Maoist (CPI-Maoist),0,0,Business,South Asia,Bombing/Explosion,Explosives
2.01708E+11,05-08-17,India,Srinagar,Lashkar-e-Taiba (LeT),0,1,Police,South Asia,Armed Assault,Firearms
2.01708E+11,05-08-17,India,Nongpok Lourembam Mamang Leikai,Unknown,0,0,Government (General),South Asia,Assassination,Explosives
2.01708E+11,03-08-17,India,Kanelwan,Unknown,0,0,Police,South Asia,Armed Assault,Firearms
2.01708E+11,03-08-17,India,Zainapora,Hizbul Mujahideen (HM),2,1,Military,South Asia,Armed Assault,Firearms
2.01708E+11,02-08-17,India,Ghoom,Gorkha Janmukti Morcha (GJM) (suspected),0,0,Private Citizens & Property,South Asia,Facility/Infrastructure Attack,Unknown
2.01708E+11,02-08-17,India,Bijanbari,Gorkha Janmukti Morcha (GJM),0,0,Government (General),South Asia,Facility/Infrastructure Attack,Incendiary
2.01708E+11,02-08-17,India,Darjeeling,Gorkha Janmukti Morcha (GJM) (suspected),0,Unknown,Private Citizens & Property,South Asia,"Unarmed Assault,Facility/Infrastructure Attack","Incendiary,Melee"
2.01708E+11,02-08-17,India,Halwa Bilda,Garo National Liberation Army,0,2,Private Citizens & Property,South Asia,Hostage Taking (Kidnapping),Melee
2.01708E+11,03-08-17,India,Manpur,Maoists,0,0,Telecommunication,South Asia,Bombing/Explosion,Explosives
2.01708E+11,02-08-17,India,Bhalui,Maoists,0,0,"Transportation,Private Citizens & Property",South Asia,Hijacking,Firearms
2.01708E+11,02-08-17,India,Dambuk Aga,Garo National Liberation Army,1,0,Private Citizens & Property,South Asia,Armed Assault,Firearms
2.01708E+11,01-08-17,India,Bagrakote,Gorkha Janmukti Morcha (GJM) (suspected),0,10,"Private Citizens & Property,Private Citizens & Property",South Asia,"Unarmed Assault,Facility/Infrastructure Attack","Incendiary,Melee"
2.01708E+11,01-08-17,India,Damuku,Maoists (suspected),0,15,Transportation,South Asia,Bombing/Explosion,Explosives
2.01708E+11,01-08-17,India,Poonch district,Unknown,0,1,Military,South Asia,Bombing/Explosion,Explosives
2.01708E+11,01-08-17,India,Kokrajhar,Tribesmen (suspected),1,1,Private Citizens & Property,South Asia,Assassination,Firearms
2.01707E+11,31-07-17,India,Dandipadar,Communist Party of India - Maoist (CPI-Maoist),Unknown,Unknown,Private Citizens & Property,South Asia,Hostage Taking (Kidnapping),Firearms
2.01707E+11,31-07-17,India,Arwani,Hizbul Mujahideen (HM),0,0,Business,South Asia,Facility/Infrastructure Attack,Firearms
2.01707E+11,29-07-17,India,Sheikhpura,Unknown,1,0,Violent Political Party,South Asia,Assassination,"Explosives,Firearms,Incendiary"
2.01707E+11,28-07-17,India,Arigam,Unknown,0,0,Police,South Asia,Facility/Infrastructure Attack,"Incendiary,Other"
2.01707E+11,28-07-17,India,Khudwani,Unknown,0,0,Police,South Asia,Facility/Infrastructure Attack,Firearms
2.01707E+11,28-07-17,India,Tumlehal,Unknown,0,0,Police,South Asia,"Unarmed Assault,Facility/Infrastructure Attack",Melee
2.01707E+11,28-07-17,India,Naira,Hizbul Mujahideen (HM),0,1,Police,South Asia,"Unarmed Assault,Facility/Infrastructure Attack",Melee
2.01707E+11,28-07-17,India,Trichal,Hizbul Mujahideen (HM),0,0,Police,South Asia,Unknown,Unknown
2.01707E+11,28-07-17,India,Trichal,Hizbul Mujahideen (HM),0,0,Police,South Asia,Facility/Infrastructure Attack,Firearms
2.01707E+11,28-07-17,India,Trichal,Hizbul Mujahideen (HM),0,0,Police,South Asia,"Unarmed Assault,Facility/Infrastructure Attack",Melee
2.01707E+11,27-07-17,India,Trichal,Unknown,0,1,Private Citizens & Property,South Asia,"Unarmed Assault,Facility/Infrastructure Attack",Melee
2.01707E+11,28-07-17,India,Dashin-Sempora,Unknown,0,0,Police,South Asia,Facility/Infrastructure Attack,Firearms
2.01707E+11,28-07-17,India,Dashin-Sempora,Unknown,0,0,Police,South Asia,Facility/Infrastructure Attack,Firearms
2.01707E+11,27-07-17,India,Mirhama,Unknown,0,0,Police,South Asia,Facility/Infrastructure Attack,Firearms
2.01707E+11,27-07-17,India,Mirhama,Unknown,0,0,Police,South Asia,Facility/Infrastructure Attack,Firearms
2.01707E+11,27-07-17,India,Khudwani,Unknown,0,0,Police,South Asia,Facility/Infrastructure Attack,Firearms
2.01707E+11,28-07-17,India,Bachroo,Unknown,0,0,Terrorists/Non-state Militia,South Asia,Facility/Infrastructure Attack,"Firearms,Incendiary"
2.01707E+11,28-07-17,India,Parihaspora,Unknown,0,0,Military,South Asia,Bombing/Explosion,Explosives
2.01707E+11,27-07-17,India,Shopian,Unknown,0,0,Police,South Asia,Armed Assault,Firearms
2.01707E+11,27-07-17,India,Yamrach,Unknown,0,1,Police,South Asia,Armed Assault,Firearms
2.01707E+11,27-07-17,India,Katekalyan,Maoists,0,1,Police,South Asia,Bombing/Explosion,Explosives
2.01707E+11,27-07-17,India,Materbugh,Unknown,0,0,"Police,Military",South Asia,Armed Assault,Firearms
2.01707E+11,26-07-17,India,Yaripora,Hizbul Mujahideen (HM),1,0,Police,South Asia,Armed Assault,Firearms
2.01707E+11,25-07-17,India,Loran,Unknown,0,0,Unknown,South Asia,Bombing/Explosion,Explosives
2.01707E+11,24-07-17,India,Ajas,Unknown,0,0,Military,South Asia,Armed Assault,Firearms
2.01707E+11,23-07-17,India,Tamodi,Maoists,0,0,"Police,Police",South Asia,Bombing/Explosion,Explosives
2.01707E+11,22-07-17,India,Kalimpong district,Gorkha Janmukti Morcha (GJM) (suspected),0,0,Police,South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,21-07-17,India,Sijhua,Jharkhand Prastuti Committee (JPC) (suspected),0,0,Business,South Asia,Bombing/Explosion,Explosives
2.01707E+11,19-07-17,India,Darjeeling,Gorkha Janmukti Morcha (GJM),0,0,Private Citizens & Property,South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,19-07-17,India,Haridwar,Unknown,0,0,Unknown,South Asia,Bombing/Explosion,Explosives
2.01707E+11,19-07-17,India,Kurseong,Gorkha Janmukti Morcha (GJM),0,0,Government (General),South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,19-07-17,India,Darjeeling,Gorkha Janmukti Morcha (GJM),0,0,Police,South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,19-07-17,India,Kurseong,Gorkha Janmukti Morcha (GJM) (suspected),0,0,Private Citizens & Property,South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,18-07-17,India,Qazigund,Unknown,0,1,Government (General),South Asia,Assassination,Firearms
2.01707E+11,17-07-17,India,Mirik,Gorkha Janmukti Morcha (GJM),0,0,Police,South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,17-07-17,India,Imphal,Unknown,0,0,Private Citizens & Property,South Asia,Bombing/Explosion,Explosives
2.01707E+11,17-07-17,India,Bijbehara,Unknown,0,1,Military,South Asia,Armed Assault,Firearms
2.01707E+11,16-07-17,India,Bijanbari,Unknown,0,0,Government (General),South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,16-07-17,India,Tilma,Maoists,1,0,Educational Institution,South Asia,Armed Assault,Firearms
2.01707E+11,15-07-17,India,Gayabari,Unknown,0,0,Government (General),South Asia,Armed Assault,"Incendiary,Melee"
2.01707E+11,15-07-17,India,Kurseong,Unknown,0,0,Government (General),South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,15-07-17,India,Ludhiana,"Khalistan Liberation Force,Rashtriya Swayamsevak Sangh",1,0,Religious Figures/Institutions,South Asia,Armed Assault,Firearms
2.01707E+11,15-07-17,India,Larnoo,Unknown,0,1,"Police,Police",South Asia,Bombing/Explosion,Explosives
2.01707E+11,13-07-17,India,Mirik,Gorkha Janmukti Morcha (GJM) (suspected),0,0,Tourists,South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,13-07-17,India,Sukna,Gorkha Janmukti Morcha (GJM) (suspected),0,0,Government (General),South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,14-07-17,India,Tari,Communist Party of India - Maoist (CPI-Maoist),3,0,Private Citizens & Property,South Asia,Hostage Taking (Kidnapping),"Firearms,Melee"
2.01707E+11,11-07-17,India,Ormanjhi,People's Liberation Front of India,0,0,Business,South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,13-07-17,India,Chennai,Unknown,0,0,Police,South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,13-07-17,India,Panighata,Gorkha Janmukti Morcha (GJM) (suspected),0,0,Police,South Asia,Facility/Infrastructure Attack,Unknown
2.01707E+11,13-07-17,India,Kurseong,Gorkha Janmukti Morcha (GJM) (suspected),0,0,Tourists,South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,13-07-17,India,Kurseong,Gorkha Janmukti Morcha (GJM) (suspected),0,0,Government (General),South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,13-07-17,India,Dhudhia,Gorkha Janmukti Morcha (GJM) (suspected),0,0,Tourists,South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,13-07-17,India,Phool Bazar,Gorkha Janmukti Morcha (GJM) (suspected),0,0,Government (General),South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,13-07-17,India,Sukhiapokhari,Gorkha Janmukti Morcha (GJM) (suspected),0,0,Police,South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,13-07-17,India,Gokul,Gorkha Janmukti Morcha (GJM) (suspected),0,0,Government (General),South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,13-07-17,India,Mirik,Gorkha Janmukti Morcha (GJM) (suspected),0,0,Government (General),South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,13-07-17,India,Chabbissay,Gorkha Janmukti Morcha (GJM) (suspected),0,0,Police,South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,13-07-17,India,Poongsong,Gorkha Janmukti Morcha (GJM) (suspected),0,0,Police,South Asia,Facility/Infrastructure Attack,Unknown
2.01707E+11,13-07-17,India,Chowrasta,Gorkha Janmukti Morcha (GJM) (suspected),0,0,Government (General),South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,13-07-17,India,Gayabari,Gorkha Janmukti Morcha (GJM) (suspected),0,0,Transportation,South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,13-07-17,India,Tarkhola,Gorkha Janmukti Morcha (GJM) (suspected),0,Unknown,Business,South Asia,"Unarmed Assault,Facility/Infrastructure Attack","Melee,Unknown"
2.01707E+11,13-07-17,India,Teesta,Gorkha Janmukti Morcha (GJM) (suspected),0,0,Police,South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,13-07-17,India,Teesta,Gorkha Janmukti Morcha (GJM) (suspected),0,0,Government (General),South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,13-07-17,India,Panighata,Gorkha Janmukti Morcha (GJM) (suspected),0,0,"Government (General),Police",South Asia,Armed Assault,"Melee,Other"
2.01707E+11,13-07-17,India,Kilam-Kudur,Maoists,0,1,Police,South Asia,Bombing/Explosion,Explosives
2.01707E+11,12-07-17,India,Keran,Unknown,2,0,Military,South Asia,Armed Assault,Firearms
2.01707E+11,13-07-17,India,Kalimpong,Gorkha Janmukti Morcha (GJM) (suspected),0,0,Government (General),South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,10-07-17,India,Khadka,Maoists,1,0,Private Citizens & Property,South Asia,Armed Assault,Firearms
2.01707E+11,11-07-17,India,Barbaspur,Maoists,0,0,Business,South Asia,"Hostage Taking (Barricade Incident),Facility/Infrastructure Attack","Firearms,Incendiary"
2.01707E+11,10-07-17,India,Nachou Kwak Siphai,Unknown,1,0,Military,South Asia,Armed Assault,Firearms
2.01707E+11,10-07-17,India,Chhatra Bekra,United Tribal Liberation Army (UTLA),1,0,Private Citizens & Property,South Asia,Armed Assault,Firearms
2.01707E+11,10-07-17,India,Batangoo,"Hizbul Mujahideen (HM),Lashkar-e-Taiba (LeT) (suspected)",8,18,"Transportation,Private Citizens & Property",South Asia,Armed Assault,Firearms
2.01707E+11,10-07-17,India,Batangoo,Unknown,0,0,Police,South Asia,Armed Assault,Firearms
2.01707E+11,09-07-17,India,Pokhari,Gorkha Janmukti Morcha (GJM),0,0,Government (General),South Asia,Facility/Infrastructure Attack,"Incendiary,Unknown"
2.01707E+11,09-07-17,India,Kurseong,Gorkha Janmukti Morcha (GJM),0,0,Government (General),South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,08-07-17,India,Kalimpong,Unknown,0,0,Government (General),South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,08-07-17,India,Darjeeling district,Gorkha Janmukti Morcha (GJM),0,0,Government (General),South Asia,Facility/Infrastructure Attack,Unknown
2.01707E+11,08-07-17,India,Darjeeling district,Gorkha Janmukti Morcha (GJM),0,0,Police,South Asia,Facility/Infrastructure Attack,Unknown
2.01707E+11,08-07-17,India,Sonada,Gorkha Janmukti Morcha (GJM),0,1,Police,South Asia,Armed Assault,Incendiary
2.01707E+11,08-07-17,India,Sonada,Gorkha Janmukti Morcha (GJM),0,0,Police,South Asia,Armed Assault,Incendiary
2.01707E+11,08-07-17,India,Sonada,Gorkha Janmukti Morcha (GJM),0,0,Police,South Asia,Armed Assault,Incendiary
2.01707E+11,08-07-17,India,Sonada,Gorkha Janmukti Morcha (GJM),0,0,Transportation,South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,08-07-17,India,Aripal,Unknown,0,1,"Police,Police",South Asia,Bombing/Explosion,Explosives
2.01707E+11,08-07-17,India,Hajan,Unknown,0,3,Military,South Asia,Armed Assault,"Explosives,Firearms"
2.01707E+11,05-07-17,India,Kothi,Communist Party of India - Maoist (CPI-Maoist),0,0,Police,South Asia,Bombing/Explosion,Explosives
2.01707E+11,04-07-17,India,Bandipora district,Unknown,0,0,Military,South Asia,Armed Assault,Firearms
2.01707E+11,04-07-17,India,Bukru,Maoists (suspected),1,0,Business,South Asia,Hostage Taking (Kidnapping),Unknown
2.01707E+11,03-07-17,India,Kasaram,Maoists,Unknown,Unknown,Business,South Asia,Hostage Taking (Kidnapping),Firearms
2.01707E+11,03-07-17,India,Anantnag,Lashkar-e-Taiba (LeT) (suspected),0,2,"Police,Private Citizens & Property",South Asia,Armed Assault,Firearms
2.01707E+11,02-07-17,India,Kurseong,Gorkha Janmukti Morcha (GJM) (suspected),0,0,Private Citizens & Property,South Asia,Facility/Infrastructure Attack,Incendiary
2.01707E+11,01-07-17,India,Kurseong,Gorkha Janmukti Morcha (GJM) (suspected),0,0,Other,South Asia,"Hostage Taking (Barricade Incident),Facility/Infrastructure Attack","Incendiary,Melee"
2.01706E+11,30-06-17,India,Rangli Rangliat,Gorkha Janmukti Morcha (GJM),0,0,Private Citizens & Property,South Asia,Facility/Infrastructure Attack,Incendiary
2.01706E+11,30-06-17,India,Mirik,Gorkha Janmukti Morcha (GJM),0,0,Government (General),South Asia,Facility/Infrastructure Attack,Incendiary
2.01706E+11,30-06-17,India,Mirik,Gorkha Janmukti Morcha (GJM),0,0,Government (General),South Asia,Facility/Infrastructure Attack,Incendiary
2.01706E+11,30-06-17,India,Mirik,Gorkha Janmukti Morcha (GJM),0,2,Private Citizens & Property,South Asia,Armed Assault,Incendiary
2.01706E+11,30-06-17,India,Gopalpur,Unknown,1,0,Police,South Asia,Armed Assault,Melee
2.01706E+11,30-06-17,India,Sheikhabigha,Maoists,0,0,Transportation,South Asia,Bombing/Explosion,Explosives
2.01706E+11,30-06-17,India,Lambui,"Manipur Naga People's Army (MNPA),People's Liberation Army (India)",1,2,Military,South Asia,Bombing/Explosion,Explosives
2.01706E+11,29-06-17,India,Rangli Rangliat,Gorkha Janmukti Morcha (GJM),0,0,Police,South Asia,Facility/Infrastructure Attack,Incendiary
2.01706E+11,29-06-17,India,Garirigaon,Gorkha Janmukti Morcha (GJM),0,0,Government (General),South Asia,Facility/Infrastructure Attack,Incendiary
2.01706E+11,29-06-17,India,Dangerpora,Unknown,0,0,Unknown,South Asia,Bombing/Explosion,Explosives
2.01706E+11,28-06-17,India,Imphal,Unknown,0,0,Business,South Asia,Bombing/Explosion,Explosives
2.01706E+11,27-06-17,India,Darjeeling district,Gorkha Janmukti Morcha (GJM),0,0,Police,South Asia,Facility/Infrastructure Attack,Incendiary
2.01706E+11,27-06-17,India,Rajbari,Gorkha Janmukti Morcha (GJM),0,0,Government (General),South Asia,Facility/Infrastructure Attack,Incendiary
2.01706E+11,27-06-17,India,Dhobitala,Gorkha Janmukti Morcha (GJM),0,0,Government (General),South Asia,Facility/Infrastructure Attack,Incendiary
2.01706E+11,27-06-17,India,Bijanbari,Gorkha Janmukti Morcha (GJM),0,0,Government (General),South Asia,Facility/Infrastructure Attack,Unknown
2.01706E+11,27-06-17,India,Darjeeling,Gorkha Janmukti Morcha (GJM),0,0,Government (General),South Asia,Facility/Infrastructure Attack,Incendiary
2.01706E+11,27-06-17,India,Paikan,National Democratic Front of Bodoland (NDFB),0,0,Government (General),South Asia,Hostage Taking (Kidnapping),Unknown
2.01706E+11,26-06-17,India,Algara,Gorkha Janmukti Morcha (GJM) (suspected),0,0,Private Citizens & Property,South Asia,Facility/Infrastructure Attack,Incendiary
2.01706E+11,26-06-17,India,Darliput,Communist Party of India - Maoist (CPI-Maoist),0,0,Business,South Asia,Facility/Infrastructure Attack,Incendiary
2.01706E+11,25-06-17,India,Kangpokpi,Unknown,0,0,Private Citizens & Property,South Asia,Armed Assault,Firearms
2.01706E+11,25-06-17,India,Bijapur district,Maoists,0,0,Military,South Asia,Bombing/Explosion,Explosives
2.01706E+11,25-06-17,India,Bijapur district,Maoists,0,1,Military,South Asia,Bombing/Explosion,Explosives
2.01706E+11,25-06-17,India,Tarem,Maoists,0,2,Military,South Asia,Bombing/Explosion,Explosives
2.01706E+11,24-06-17,India,Shivnagar,Unknown,0,0,Unknown,South Asia,Bombing/Explosion,Explosives
2.01706E+11,24-06-17,India,Dekapam,Liberal Democratic Council for Missing Land (suspected),1,0,Private Citizens & Property,South Asia,Assassination,Firearms
2.01706E+11,24-06-17,India,Nawada district,Maoists,1,0,Private Citizens & Property,South Asia,Hostage Taking (Kidnapping),Melee
2.01706E+11,24-06-17,India,Pantha Chowk,Lashkar-e-Taiba (LeT),3,2,Police,South Asia,Armed Assault,Firearms
2.01706E+11,23-06-17,India,Langol,Unknown,1,0,Private Citizens & Property,South Asia,Assassination,Firearms
2.01706E+11,22-06-17,India,Narahatu,People's Liberation Front of India,1,0,Government (General),South Asia,Assassination,Firearms
2.01706E+11,22-06-17,India,Dantewada district,Maoists,0,3,Business,South Asia,"Unarmed Assault,Facility/Infrastructure Attack","Incendiary,Melee"
2.01706E+11,21-06-17,India,Choknyu,"National Socialist Council of Nagaland-Khaplang (NSCN-K) (suspected),United Liberation Front of Assam (ULFA) (suspected)",0,0,Military,South Asia,Armed Assault,Firearms
2.01706E+11,21-06-17,India,Narayanpur district,Maoists,0,0,Police,South Asia,Bombing/Explosion,Explosives
2.01706E+11,21-06-17,India,Ketulnar,Communist Party of India - Maoist (CPI-Maoist),1,0,Police,South Asia,Armed Assault,Melee
2.01706E+11,20-06-17,India,Cholnar,Communist Party of India - Maoist (CPI-Maoist),1,0,Government (General),South Asia,Assassination,Melee
2.01706E+11,20-06-17,India,Dornapal,Maoists (suspected),0,0,Unknown,South Asia,Bombing/Explosion,Explosives
2.01706E+11,20-06-17,India,Tral,Unknown,0,0,Police,South Asia,Armed Assault,"Explosives,Firearms"
2.01706E+11,19-06-17,India,Mokeri,Unknown,0,0,Private Citizens & Property,South Asia,Facility/Infrastructure Attack,Incendiary
2.01706E+11,19-06-17,India,Kalijora,Gorkha Janmukti Morcha (GJM) (suspected),0,0,Private Citizens & Property,South Asia,Armed Assault,Incendiary
2.01706E+11,19-06-17,India,Setijora,Gorkha Janmukti Morcha (GJM) (suspected),0,5,Private Citizens & Property,South Asia,Armed Assault,"Incendiary,Incendiary"
2.01706E+11,19-06-17,India,Drubgam,Unknown,0,1,Military,South Asia,Armed Assault,Firearms
2.01706E+11,18-06-17,India,Malewahi,Maoists,0,0,Business,South Asia,Facility/Infrastructure Attack,Incendiary
2.01706E+11,18-06-17,India,Goiribus,Gorkha Janmukti Morcha (GJM),0,0,"Police,Police",South Asia,Facility/Infrastructure Attack,Incendiary
2.01706E+11,18-06-17,India,Bijbehara,Unknown,0,0,Military,South Asia,Armed Assault,Firearms
2.01706E+11,17-06-17,India,Coimbatore,Vishwa Hindu Parishad (VHP),0,0,Violent Political Party,South Asia,Facility/Infrastructure Attack,Incendiary
2.01706E+11,17-06-17,India,Duniwara,Unknown,0,0,Police,South Asia,Armed Assault,Firearms
2.01706E+11,17-06-17,India,Arrubugh,Unknown,1,0,Private Citizens & Property,South Asia,Assassination,Firearms
2.01706E+11,15-06-17,India,Tarkhola,Gorkha Janmukti Morcha (GJM) (suspected),0,0,Government (General),South Asia,Facility/Infrastructure Attack,Incendiary
2.01706E+11,16-06-17,India,Mirik,Gorkha Janmukti Morcha (GJM),0,0,Government (General),South Asia,Facility/Infrastructure Attack,Incendiary
2.01706E+11,16-06-17,India,Sijuwa,Maoists,1,0,Private Citizens & Property,South Asia,Hostage Taking (Kidnapping),Melee
2.01706E+11,16-06-17,India,Thajiwara Achabal,Lashkar-e-Taiba (LeT),6,2,Police,South Asia,Armed Assault,"Explosives,Firearms"
2.01706E+11,16-06-17,India,Lodhoma,Gorkha Janmukti Morcha (GJM) (suspected),0,0,Utilities,South Asia,Facility/Infrastructure Attack,Incendiary
2.01706E+11,15-06-17,India,Gayabari,Gorkha Janmukti Morcha (GJM) (suspected),0,0,Transportation,South Asia,Facility/Infrastructure Attack,Incendiary
2.01706E+11,15-06-17,India,Kalimpong district,Gorkha Janmukti Morcha (GJM) (suspected),0,0,Police,South Asia,Facility/Infrastructure Attack,Incendiary
2.01706E+11,15-06-17,India,Mairang,Unknown,0,0,Government (General),South Asia,Facility/Infrastructure Attack,Incendiary
2.01706E+11,15-06-17,India,Kanker,Maoists,0,0,Unknown,South Asia,Bombing/Explosion,Explosives
2.01706E+11,15-06-17,India,Kashung,People's Liberation Army (India),1,3,Military,South Asia,Bombing/Explosion,Explosives
2.01706E+11,15-06-17,India,Katrasoo,Unknown,0,1,Private Citizens & Property,South Asia,Armed Assault,Firearms
2.01706E+11,15-06-17,India,Hyderpora,Unknown,1,1,Police,South Asia,Armed Assault,Firearms
2.01706E+11,15-06-17,India,Bogund,Lashkar-e-Taiba (LeT),1,0,Police,South Asia,Armed Assault,Firearms
2.01706E+11,14-06-17,India,Mawpdang,Unknown,0,0,Government (General),South Asia,Facility/Infrastructure Attack,Incendiary
2.01706E+11,14-06-17,India,Mawiong Rim,Khasi Students Union,0,0,Private Citizens & Property,South Asia,Facility/Infrastructure Attack,Incendiary
2.01706E+11,15-06-17,India,Ukhrul,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),1,0,Private Citizens & Property,South Asia,Armed Assault,Firearms
2.01706E+11,14-06-17,India,Ukhrul district,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),1,0,Private Citizens & Property,South Asia,Unarmed Assault,Melee
2.01706E+11,13-06-17,India,Lorgam,"Al-Umar Mujahideen,Hizbul Mujahideen (HM) (suspected),Jaish-e-Mohammad (JeM)",0,2,Military,South Asia,Bombing/Explosion,Explosives
2.01706E+11,13-06-17,India,Sopore,"Al-Umar Mujahideen,Hizbul Mujahideen (HM) (suspected),Jaish-e-Mohammad (JeM)",0,0,Military,South Asia,Armed Assault,"Explosives,Firearms"
2.01706E+11,13-06-17,India,Anchidora,"Al-Umar Mujahideen,Hizbul Mujahideen (HM) (suspected),Jaish-e-Mohammad (JeM)",0,2,"Government (General),Police",South Asia,"Armed Assault,Facility/Infrastructure Attack",Firearms
2.01706E+11,13-06-17,India,Sarnal,"Al-Umar Mujahideen,Hizbul Mujahideen (HM) (suspected),Jaish-e-Mohammad (JeM)",0,0,Police,South Asia,Bombing/Explosion,Explosives
2.01706E+11,13-06-17,India,Tral,"Al-Umar Mujahideen,Hizbul Mujahideen (HM) (suspected),Jaish-e-Mohammad (JeM)",0,2,Police,South Asia,Bombing/Explosion,Explosives
2.01706E+11,13-06-17,India,Awantipora,"Al-Umar Mujahideen,Hizbul Mujahideen (HM) (suspected),Jaish-e-Mohammad (JeM)",0,0,Police,South Asia,Bombing/Explosion,Explosives
2.01706E+11,13-06-17,India,Lariyar,"Al-Umar Mujahideen,Hizbul Mujahideen (HM) (suspected),Jaish-e-Mohammad (JeM)",0,10,Police,South Asia,Bombing/Explosion,Explosives
2.01706E+11,12-06-17,India,Darjeeling,Gorkha Janmukti Morcha (GJM),0,0,Government (General),South Asia,Facility/Infrastructure Attack,Incendiary
2.01706E+11,12-06-17,India,Bijanbari,Gorkha Janmukti Morcha (GJM),0,0,Government (General),South Asia,Facility/Infrastructure Attack,Incendiary
2.01706E+11,12-06-17,India,Brahmapur,Unknown,0,0,Violent Political Party,South Asia,Bombing/Explosion,Explosives
2.01706E+11,13-06-17,India,Imphal,Unknown,0,0,Business,South Asia,Bombing/Explosion,"Explosives,Explosives"
2.01706E+11,12-06-17,India,Tral,Hizbul Mujahideen (HM),0,2,Police,South Asia,Bombing/Explosion,Explosives
2.01706E+11,11-06-17,India,Piparwar,Tritiya Prastuti Committee (TPC),2,1,Private Citizens & Property,South Asia,Armed Assault,Firearms
2.01706E+11,11-06-17,India,Hasanganj,Unknown,0,7,Private Citizens & Property,South Asia,Bombing/Explosion,Explosives
2.01706E+11,11-06-17,India,Imam Sahib,Hizbul Mujahideen (HM),0,1,Police,South Asia,Armed Assault,Firearms
2.01706E+11,11-06-17,India,Shopian,Unknown,0,0,Government (General),South Asia,"Armed Assault,Facility/Infrastructure Attack",Firearms
2.01706E+11,11-06-17,India,Srinagar,"Al-Umar Mujahideen,Jaish-e-Mohammad (JeM)",0,4,Police,South Asia,Bombing/Explosion,Explosives
2.01706E+11,10-06-17,India,Vessu,Unknown,0,1,"Police,Private Citizens & Property",South Asia,Armed Assault,Firearms
2.01706E+11,10-06-17,India,Kanker district,Maoists,0,0,Unknown,South Asia,Bombing/Explosion,Explosives
2.01706E+11,09-06-17,India,Kallayi,Unknown,0,0,Private Citizens & Property,South Asia,Facility/Infrastructure Attack,Unknown
2.01706E+11,09-06-17,India,Sonpur,Maoists,0,0,Private Citizens & Property,South Asia,Facility/Infrastructure Attack,Incendiary
2.01706E+11,09-06-17,India,Zainapora,Unknown,0,0,Police,South Asia,Unknown,Unknown
2.01706E+11,09-06-17,India,Pulwama district,Unknown,0,0,Police,South Asia,Bombing/Explosion,Explosives
2.01706E+11,07-06-17,India,Imphal,People's Revolutionary Party of Kangleipak (PREPAK),0,1,Business,South Asia,Bombing/Explosion,Explosives
